source_ledger,source_row,source_id,title,url,source_date,checked,evidence_category,bounded_claim,retrieval_depth,limitation
implementation-evidence-ledger.csv,14,B2-07,"B2-07: Finance, Commonwealth Procurement Rules, current framework; final route requires specific classification.",https://www.finance.gov.au/government/procurement/commonwealth-procurement-rules,Framework effective November 2025,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Official current framework and value-for-money indexed text checked,Not an approved procurement route or tender
implementation-evidence-ledger.csv,15,B2-08,"B2-08: Industry, new data-centre expectations, March 2026, national-benefit context, read alongside B1's National AI Plan reference.",https://www.industry.gov.au/news/new-data-centre-expectations-help-bring-benefit-ai-all-australians,23 March 2026 announcement,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Industry expectations announcement read,National-benefit expectations not automatically binding in every project
implementation-evidence-ledger.csv,16,B2-09,"B2-09: Claude Platform pricing, standard Sonnet 4.6 input/output rows; no caching/batch discount assumed.",https://platform.claude.com/docs/en/about-claude/pricing,Price snapshot 9 September 2026,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Standard Sonnet 4.6 input/output rows checked on current pricing page,"No quality equivalence, complete basket, redistribution right or future price commitment"
implementation-evidence-ledger.csv,17,B2-10,"B2-10: Gemini Developer API pricing, standard Gemini 2.5 Flash-Lite text input/output rows.",https://ai.google.dev/gemini-api/docs/pricing,Price snapshot 9 September 2026,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Standard Flash-Lite text input/output rows checked,Separate age/use restrictions; tool and other charges excluded
implementation-evidence-ledger.csv,18,B2-11,"B2-11: Gemini API terms, effective March 2026 age and use restrictions.",https://ai.google.dev/gemini-api/terms,Effective 23 March 2026,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Age and use restriction sections read,Developer tariff is not a universal consumer/under-18 offer
implementation-evidence-ledger.csv,19,B2-12,"B2-12: Anthropic consumer terms, adult consumer eligibility.",https://www.anthropic.com/legal/consumer-terms,Current consumer terms,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Consumer page retrieved; age boundary cross-checked with current child-safety guidance,Does not prohibit every separately governed hosted API service for minors
implementation-evidence-ledger.csv,20,B2-13,"B2-13: Anthropic guidance for organisations serving minors, March 2026 guidance and service obligations.",https://support.claude.com/en/articles/9307344-responsible-use-of-anthropic-s-models-guidelines-for-organizations-serving-minors,16 March 2026 guidance,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Organisations-serving-minors safeguards and disclosure requirements read,No Australian operator accepted/verified or licence granted to this programme
implementation-evidence-ledger.csv,21,B2-14,"B2-14: OAIC, automated decision-making transparency consultation, December 2026 commencement; current official indexed text checked.",https://www.oaic.gov.au/engage-with-us/consultations/consultation-on-guidance-for-transparency-in-automated-decision-making,10 December 2026 commencement described in current consultation,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Official indexed consultation text checked,Future requirement; scope of particular assessment needs legal analysis; not final implementation guidance
implementation-evidence-ledger.csv,22,B2-15,"B2-15: Home Affairs, Special Category Visa, visa classification; programme eligibility requires its own definition.",https://immi.homeaffairs.gov.au/Visa-subsite/Pages/other-visas/444-special-category-visa.aspx,Current at retrieval,2026-09-09,SOURCE; INTERPRETATION AND DESIGN SEPARATE,,Official Special Category Visa description checked,Citizenship/permanent residence definitions for this new entitlement require specification
sector-hours-evidence-ledger.csv,2,SH01,"Fair Work Ombudsman, Hours of work",https://www.fairwork.gov.au/employment-conditions/hours-of-work-breaks-and-rosters/hours-of-work,,2026-09-09,,38-hour full-time NES reference plus reasonable additional hours; instruments specify ordinary hours,Full HTML relevant passages,Not a universal ordinary-hours standard or determination of any specific agreement
sector-hours-evidence-ledger.csv,3,SH02,"Black Coal Mining Industry Award 2020, MA000001",https://awards.fairwork.gov.au/MA000001.html,,2026-09-09,,35 ordinary hours weekly or averaged over roster cycle,Full HTML; relevant text extracted locally,Not all mining activities or actual total hours; coverage and operative agreement need verification
sector-hours-evidence-ledger.csv,4,SH03,PM&C Enterprise Agreement 2024–27,https://www.pmc.gov.au/resources/pmc-enterprise-agreement/section-4-working-hours-and-flexible-work,,2026-09-09,,37.5 ordinary hours weekly; 7.5 daily,Official agreement HTML,"Named employer example, not the entire APS or every public employer"
sector-hours-evidence-ledger.csv,5,SH04,"Clerks–Private Sector Award 2020, MA000002",https://awards.fairwork.gov.au/MA000002.html,,2026-09-09,,38 or shorter employer-recognised full-time hours; averaging,Full HTML; relevant text extracted locally,Do not reset shorter workplace hours to 38; not all professional services
sector-hours-evidence-ledger.csv,6,SH05,"Manufacturing and Associated Industries and Occupations Award 2020, MA000010",https://awards.fairwork.gov.au/MA000010.html,,2026-09-09,,Average 38; no more than 152 in 28 days in cited provision,Full HTML; relevant text extracted locally,Shiftworkers and agreements need separate verification; not actual industry average
sector-hours-evidence-ledger.csv,7,SH06,"Building and Construction General On-site Award 2020, MA000020",https://awards.fairwork.gov.au/MA000020.html,,2026-09-09,,38 averaged over four weeks; eight-hour days accrue RDO time,Full HTML; relevant text extracted locally,Eight-hour attendance does not establish a 40-hour ordinary-week baseline; existing RDOs cannot be counted twice
sector-hours-evidence-ledger.csv,8,SH07,"Nurses Award 2020, MA000034",https://awards.fairwork.gov.au/MA000034.html,,2026-09-09,,38 weekly; 76 fortnightly; 152 over 28 days,Full HTML; relevant text extracted locally,Public-hospital/state and enterprise instruments may differ; not all actual nurse hours
sector-hours-evidence-ledger.csv,9,SH08,"General Retail Industry Award 2020, MA000004",https://awards.fairwork.gov.au/MA000004.html,,2026-09-09,,Average 38 with alternative roster/averaging arrangements,Full HTML; relevant text extracted locally,Part-time/casual patterns and actual hours differ; not every retail employee
sector-hours-evidence-ledger.csv,10,SH09,"Hospitality Industry (General) Award 2020, MA000009",https://awards.fairwork.gov.au/MA000009.html,,2026-09-09,,Average 38 with work-arrangement options,Full HTML; relevant text extracted locally,Not every hospitality occupation or instrument; seasonal and penalty-pay baseline needed
sector-hours-evidence-ledger.csv,11,SH10,"ABS, Labour Force Australia methodology, July 2026",https://www.abs.gov.au/methodologies/labour-force-australia-methodology/jul-2026,,2026-09-09,,Actual/usual distinction and statistical full-time threshold,Full HTML relevant glossary,Statistical full-time is distinct from contractual full-time; no industry-weighted hours estimate generated
action-evidence-ledger.csv,2,A3-01,A3-01,https://par.nsf.gov/servlets/purl/10636509,2025,2026-09-09,observed-evidence,Selected shorter-week organisations show wellbeing improvements,Prior A1 full-paper appraisal reused unchanged,Nonrandom sample; not national productivity or AI displacement effect
action-evidence-ledger.csv,3,A3-02,A3-02,https://scambs.moderngov.co.uk/documents/s139839/Appendix%20B%20-%20South%20Cambridgeshire%20District%20Council%20Four-Day%20Week%20Trial%20-%20A%2027%20Month%20Key%20Performance%20.pdf,2025,2026-09-09,observed-evidence,COVID-adjusted 9 better and 3 worse service indicators,Prior A2 PDF key-findings appraisal; no reanalysis,Nonsignificance is not equivalence; causal attribution limited
action-evidence-ledger.csv,4,A3-03,A3-03,https://aapor.org/standards-and-ethics/disclosure-standards/,current page,2026-09-09,method-standard,Disclose frame methods questions weighting and precision assumptions,Official page opened and indexed passages read,Standard does not make a self-selected sample representative
action-evidence-ledger.csv,5,A3-04,A3-04,https://www.aph.gov.au/About_Parliament/Parliamentary_departments/Parliamentary_Library/Research/FlagPost/2025/August/When_is_the_next_federal_election,2025-08,2026-09-09,official-timetable,Ordinary simultaneous election 7 August 2027 to 20 May 2028,Direct 403; official indexed earliest and latest table text checked,House election can occur earlier; no fixed election date
action-evidence-ledger.csv,6,A3-05,A3-05,https://www.aec.gov.au/FADReform/factsheets/changes-explained.htm,2026-07-20,2026-09-09,current-official-guidance,Major funding/disclosure changes start 1 January 2027,Official page full relevant text read,Older PDF July 2026 date superseded; entity-specific obligations not resolved
action-evidence-ledger.csv,7,A3-06,A3-06,https://www.aec.gov.au/about_aec/Publications/Backgrounders/authorisation.htm,2026-03-19,2026-09-09,current-official-guidance,Authorisation depends on communication/entity; can apply outside election period,Official guidance opened relevant text read,Not an AEC approval or entity-specific legal opinion
action-evidence-ledger.csv,8,B3-01,B3-01,https://www.lg.gov.cn/bmzz/ctjt/xxgk/qt/gzdt/content/post_12684087.html,2026-03-16,2026-09-09,provider-self-report,March14 event token offer 500 keys taken and announced 3-month OpenClaw compute support,Full relevant Chinese text read; AI assistance translation,Developer/OPC wording; details subject to publication; no universal eligibility or audited durable benefits
action-evidence-ledger.csv,9,B3-02,B3-02,https://www.esafety.gov.au/industry/tech-trends-and-challenges/deepfakes,current page,2026-09-09,official-risk-assessment,Deepfakes can create harms and abuse,Official indexed substantive text and page retrieved,Not evidence personal AI access prevents harm
action-evidence-ledger.csv,10,B3-03,B3-03,https://evaluation.treasury.gov.au/about/commonwealth-evaluation-policy,effective 2021-12-01,2026-09-09,official-policy,Plan proportionate credible ethical evaluation with programme,Official full relevant text read,Framework not funding or study approval
action-evidence-ledger.csv,11,B3-04,B3-04,https://www.nhmrc.gov.au/research-policy/ethics/national-statement-ethical-conduct-human-research,effective 2026-06-23,2026-09-09,current-official-standard,2025 National Statement effective 23 June 2026,Current NHMRC page relevant sections read; not complete legal/ethics review of protocol,No determination of this study review pathway; selected provisions under review
action-evidence-ledger.csv,12,B3-05,B3-05,https://evaluation.treasury.gov.au/toolkit/randomised-controlled-trials,current page,2026-09-09,official-method-guidance,Randomisation ethics power spillover missing data and preregistration matter,Full relevant guidance read,Toolkit cites older National Statement; use NHMRC current date; proposed study not powered
action-evidence-ledger.csv,13,B3-06,B3-06,https://scanloninstitute.org.au/mapping-social-cohesion-2025/,2025,2026-09-09,observational-context,Cohesion has multiple dimensions; financial and local-connection associations relevant,Institute summary read; full report indexed domain text only,No AI programme causal finding; no microdata or instrument validation performed here
